data,title_x,title_y,title,value,tag,,,,
"এটা অবশ্য সঠিক, অনেকক্ষেত্রে উচ্চশিক্ষিতদের থেকে অক্ষরজ্ঞান সম্পন্ন     পোষাক শ্রমীকদের মাসিক বেতন বা আয় বেশী কারন অনেক কারখানার নিজস্ব নির্ধারিত ভাল বেতন ও ওভারটাইম সহ মাসে ১০ থেকে ১৫ এমনকি   ২০ হাজারেরও অধীক পায়।",1,1,2,4,নিশ্চিত ইতিবাচক,,,,
ভিয়েতনামের পরিসংখ্যানটাও প্রয়োজন ছিল।,1,0,0,0,নিরপেক্ষ,,,,
শ্রমিকদের ঘাম আর রক্ত শোষণ করে গড়ে উঠেছে যে গার্মেন্টস ইন্ডাস্ট্রি যা নিয়ে আমাদের সরকার গর্ববোধ করছেন তাদের প্রতি ন্যুনতম কিছু করার তাগিদ বোধ করেন না কেউ।,1,-1,2,2,নিশ্চিত ইতিবাচক,,,,
সেটাও ঠিকমত দেয় না !,-1,2,0,1,কিছুটা ইতিবাচক,,,,
বাংলাদেশে প্রাইভেট সেক্টরে আরো খারাপ অবস্থা। আইটি তে স্নাতক পাস করে বেতন পান গারমেন্টের মহিলা শ্রমিকদের চেয়ে আরো কম। প্রাইভেট উদ্যোক্তারা কিভাবে কর্ম অভাবের কি ভাবে সুযোগ নিচ্ছেন।,-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
"কোন অর্থে কম? আপনি যদি কোন বেসরকারি প্রতিষ্ঠানে চাকরি করতে যান, প্রথমে আপনার মাস্টার্স পর্যন্ত পড়াশোনা, রেজাল্ট, শিক্ষা প্রতিষ্ঠানের মান, এক্সপেরিয়েন্স, ইংরেজি পারদর্শিতা, কম্পিউটার দক্ষতা, কমিউনিকেশন দক্ষতা, বাহ্যিক আউটলুক সহ আরও হাজারটা ফ্যাঁকড়া পর্যালোচনা করে হাজার জনকে পেছনে ফেলে যখন নির্বাচিত হবেন তখন আপনার বেতন অফার করা হবে ১২০০০-১৫০০০। যা নুন্যতম ষোল বছরের পড়াশোনা আর হাজার রকমের যোগ্যতা অর্জনের পর যদি ১২০০০ টাকা দিয়ে চাকরি করতে হয় তাহলে শ্রমিকের বেতন আর কত হবে? নাকি শুধু শ্রমিকেরাই আপনাদের চোখে মানুষ, আর যারা এত পড়াশোনা করে এত কষ্ট করে প্রাইভেট অফিসের দাপ্তরিক চাকরি করে তারা মানুষ নন?",-1,-2,-2,-5,নিশ্চিত নেতিবাচক,,,,
"যে দেশে হাজার হাজার বেকার, সে দেশে শ্রমিকদের মজুরি এমনই হবে ।",0,2,-2,0,নিরপেক্ষ,,,,
এটা সবাই জেনেই চাকুরী নেয়। মজুরী কম বলে দাম কম নেয়া যাওয়ার কারনে উৎপাদন বেশী করা যায় এতে অডার বেশী হয়। দেশের গামেনটস কারখানাও বেড়েছিল। কিন্তু এখন বিভিন্ন চাপে শত শত কারখানা বন্ধ হয়ে গেছে। তাই দয়া করে উসকানী না দিয়ে সাহায্য করুন।,-2,2,-2,-2,নিশ্চিত নেতিবাচক,,,,
"আমাদের দেশে পোশাকশিল্প বর্তমানে যতদূর এগিয়েছেসেই পেছনে যাদের অবদান-শ্রম,ঘাম, রক্ত ঝরানো পরিশ্রম! কেউ কি খোজ নিয়ে দেখেছে তাদের কি অবস্থা??? বাস্তবতা জানার জন্য অনুরোধ করছি গার্মেন্টস শ্রমিক ভাই, বোনদের কাছে গিয়ে তাদের কষ্ঠের জীবন যাপনের কথা শোনা ।",0,-2,1,1,কিছুটা ইতিবাচক,,,,
সঠিক বলেছেন । ষডযন্ত্রকারীদের চক্রান্তে পরে যদি কোন প্রকারের উসকানিমূলক কাজ করা হয় তাহলে এই সেক্টর অচিরেই বন্ধ হয়ে যাবে তাতে এই লক্ষ লক্ষ নারী শ্রমিকদের মাথায় বারি পডবে  ও চাকরী হারাতে হবে শেষ পর্যন্ত দেশের বিশাল ক্ষতি হবে  । এই প্রতিবেদন বিস্তারিত পডলে এটা বুঝা যায় যে এটা একটা ষডযন্ত্রমূলক প্রতিবেদন   ।,-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
কম মজুরি বলেই শত প্রতিকুলতার মাঝেও বাংলাদেশে বায়াররা অর্ডার দিচ্ছে এখনো তাদের লাভেই! এতে করে দেশের এই সর্বাধিক রপ্তানীমুখি শিল্প টিকে আছে এবং টিকে রাখার জন্য মালিক শ্রমীক যৌথ প্রচেষ্টায় সমজোতার ভিত্তিতে বেতন বৈষম্য দূর করতে হবে। এটা নিয়ে অস্থিরতা সৃষ্টি করলে দেশ ও জাতির ক্ষতির আসংকাই বেশি।,1,-2,0,-1,কিছুটা নেতিবাচক,,,,
চূড়ান্ত শোষনের নাম পোশাকশিল্প।,2,-1,-2,-1,কিছুটা নেতিবাচক,,,,
"প্রতিবেদন আর বাস্তবতা ভিন্ন, নতুন কোন কর্মব্যবস্হা না সৃষ্ট করে প্রতিযোগি করা যাবে না।",-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
কত মার্ষ্টাস আর অভিজ্ঞ লোক কাজ করছে গার্মেন্টস সেকটরে আপনাদের কি মনে হয় গার্মেন্টস শ্রমিক নিরক্ষর?,0,2,0,0,নিরপেক্ষ,,,,
সার্বিক বিবেচনায় পোশাক শ্রমিকদের বেতন বাড়ানো উচিত। বর্তমান বাজার মূল্য বিবেচনা করলে সর্ব নিম্ন বেতন হওয়া দরকার ১২০০০-১৫০০০ টাকা। যেথানে এখন শ্রমিকরা বেতন পাচ্ছেন ৫৩০০ টাকা।,1,-1,-1,-1,কিছুটা নেতিবাচক,,,,
বেতন আরেকটু বেশি হলে ভাল হয়।,-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
"বাজেটে কোন ক্ষতি হবে না এটা খুবই স্বাভাবিক বিষয়, কিন্তু বাজেটে কোন উপকার হবে না এটা খুবই  অস্বাভাবিক বিষয়, কারন জনগণের হাজার হাজার কোটি (এখন লক্ষ লক্ষ কোটি) টাকার বাজেট কোন উপকারে লাগবে না এটা মেনে নেয়ার মত বিষয় নয়।",2,2,2,6,নিশ্চিত ইতিবাচক,,,,
এত দিন ধরে শুনে আসছিলাম আগামী বাজেটে বেসরকারী পেনশন অথবা সার্বজনীন পেনশনের রুপরেখা ঘোষনা হবে। মাননীয় অর্থমন্ত্রী বাজেট ঘোষনা করেছেন এই ব্যপারেতো কোন কিছু দেখলাম না। বিষয়টা অন্তর্ভুক্ত করার জোড় দাবি জানাই।,-1,2,0,1,কিছুটা ইতিবাচক,,,,
জনাব কাজী খলীকুজ্জামান সাহেবকে অনেক ধন্যবাদ জানাই অতি সংক্ষেপে আমাদের সুদীর্ঘ বাজেটের ব্যাপারে সুন্দর মন্তব্য দেওয়ার জন্য।,1,2,-1,2,নিশ্চিত ইতিবাচক,,,,
"জনগণের টাক্স ও ভ্যাটের ২২ পারসেন্ট খেয়ে ফেলে সরকারী কর্মচারীরা - বেতন ও তাদের বিনোদন বাবদ।  তারপরও তারা চতুর্গুন থেকে দশগুন ঘুষ খায় জনগণের কাছ থেকে। বাজেটে সরকারী কর্মচারী ,কর্মকর্তা ও সাংসদ ও মন্ত্রীদের  পিছনে জনগণের যে বিপুল টাকা ব্যয় হচ্ছে তা কমিয়ে দক্ষজনগোষ্টী তৈরীর জন্য বাজেটের শিক্ষাখাতে খরচ করার ব্যবস্হা নেয়া উচিৎ।",1,1,2,4,নিশ্চিত ইতিবাচক,,,,
এই বাজেটের সবচেয়ে উল্লেখযোগ্য দিক হল যিনি বাজেট ঘোষনা দিলেন তাঁর তা বাস্তবায়নের কোন দায় নেই।,0,2,-1,1,কিছুটা ইতিবাচক,,,,
এটা ওয়াশিংটন পোস্টের অপ-সাংবাদিকতা ছাড়া আর কিছুই নয়। কারন উত্তর কোরিয়ার কেহ এই অর্থ চুরিতে জড়িত তা কোন পক্ষই বলেনি যেখানে সরাসরি ফিলিপাইনের ব্যাংকের জড়িত থাকার প্রমান রয়েছে এবং ফিলিপাইনে মামলায় আরসিবি ব্যাংকের জড়িতের প্রমান পাওয়া গিয়েছে এবং প্রায় দেড়শত কোটি টাকা ফেরতও পাওয়া গিয়েছে সেখানে কেন আমরা বায়বীয় উত্তর কোরিয়ার হ্যাকার খোজতে যাব কোন প্রমান ছাড়াই উত্তর কোরিয়াকে দোষারোপ করার কারনই বা কি ওয়াশিংটন পোস্টের?,0,-2,-1,-3,নিশ্চিত নেতিবাচক,,,,
"রিজার্ভের অর্থ ফেরত পাওয়ার আশা কম, এটা সম্ভবত মুহিত সাহেব বুঝতে পেরেছিলেন। তাই তিনি মামলা করেছিলেন না।",-2,1,-1,-2,নিশ্চিত নেতিবাচক,,,,
"জড়িত দেশীয় ডাকাতদের শাস্তিই এখনো সরকার নিশ্চিত করে নাই, টাকা ফেরত পাওয়া নিয়ে কি ভাবার সময় তাদের আছে!",-1,-2,0,-3,নিশ্চিত নেতিবাচক,,,,
তা বাংলাদেশের যারা চুরির সাথে জড়িত তাদের শাস্তি কি হবে?? এদের সমস্ত সম্পত্তি বাযেয়াপ্ত করে রাষ্ট্রীয় কোষাগারে জমা করুন । আর জেলে পুরে দিন,-1,-2,-2,-5,নিশ্চিত নেতিবাচক,,,,
এটাতো সবার জানা ফরমালিটি মেন্টেন করা মামলা চলবে 10/12 বছর। সবার আগে বাংলাদেশ যে প্রতিবেদন তৈরি করেছিল সেটি প্রকাশ জরুরী । বাংলাদেশীরা যুক্ত আছে অবশ্যই ।,1,2,-2,1,কিছুটা ইতিবাচক,,,,
"রিজার্ভের অর্থ ফেরত পাওয়া না যাক, উদ্ধারের নামে মামলায় জড়িয়ে জনগণের টাকার শ্রাদ্ধ  করতে তো অসুবিধা নেই! মমালা করতে করতেই ৩ বছর!",-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
"তথ্যনির্ভর লিখা, ভালো লাগলো",-2,2,1,1,কিছুটা ইতিবাচক,,,,
"মহাসড়ক অবরোধ কোনো ভাবেই মেনে নেয়া যায় না, এটা সুশাসনের পরিপন্থি",2,1,1,4,নিশ্চিত ইতিবাচক,,,,
আগে সরকারী চাকুরীর পিছে ছোটা বাদ দিতে হবে।,-1,2,-2,-1,কিছুটা নেতিবাচক,,,,
কিভাবে বাদ দিবে? সরকারী চাকুরীতে দিন-দিন যে সুবিধা দেয়া হচ্ছে,2,1,-2,1,কিছুটা ইতিবাচক,,,,
আর আমাদের চারপাশে যারা সরকারী চাকরী পায় তারা কতটা দক্ষতার পরীক্ষা দিয়ে চাকরী পেয়েছে তা শুনা যায়না। শোনা যায় কত টাকা দিয়ে কোন প্রসেসে চাকুরী পেয়েছে। এভাবে চাকুরী পেয়ে বেশীরভাগ অর্থবরাই বিভিন্ন গুরুত্বপূর্ণ পদে থাকে। তাই বিভিন্ন প্রকল্পে অব্যবস্থাপনায় ভরপুর।  এরা আবার নিজেদের মত অথর্বদের টাকার বিনিময়ে আনে।,-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
আমাদের গতানুগতিক পুঁথিগত বিদ্যাই এই বিশাল বেকারত্বের একমাত্র কারণ। সামাজিক দৃষ্টিভঙ্গিও অনেকটা দায়ী।,0,-2,0,0,নিরপেক্ষ,,,,
বাংলাদেশে শিক্ষিত মানুষের প্রধান সংকট হলো১। দক্ষতার অভাব২। সততার অভাব৩। দলবাজির স্বভাব,0,2,-1,1,কিছুটা ইতিবাচক,,,,
আমাদের ব্যবসার দিকে মনোযোগ দিতে হবে। আমাদের হাতে কলমে উদ্যোক্তা তৈরি করতে হবে। শুধু উপদেশ প্রদান করে বেকারত্ব কমানো যাবে না।,-1,2,-2,-1,কিছুটা নেতিবাচক,,,,
"সাধারন মানুশের জন্য কোন উদ্যোগতো দেখি না,তাদের থেকে শুধু আরো বেশি করে কর আদায় করতে হবে",2,2,-2,2,নিশ্চিত ইতিবাচক,,,,
"শুধু মাত্র প্রশাসন ক্যাডারভুক্ত কর্মকর্তাগন গাড়ি কেনার জন্য ৩০ লক্ষ টাকা আর মাসিক ৫০ হাজার টাকা পেলে অন্যান্য ক্যাডারভুক্ত সমমর্যাদার কর্মকর্তাগন কি অপরাধ করেছে  যে তারা বঞ্চিত হবেন।। যেখানে সমাজের যোগ্যতা সম্পন্ন ও মেধাবী   ডাক্তার, কৃষিবিদ, প্রকৌশলী বাদ যাবেন সেখানে কমযোগ্যতা ও মেধাসম্পন্ন প্রশাসন ক্যাডার প্রত্যেকে ব্যক্তিগত গাড়ি আর ড্রাইভারের মালিক হবেন তা কোনভাবেই সমাজে গ্রহণযোগ্য হতে পারেনা ।  জনগণের অর্থে একদেশে দুই নিয়ম চলতে পারেনা।",-1,-2,0,-3,নিশ্চিত নেতিবাচক,,,,
সরকারী মাল দরিয়ামে ঢাল।,1,-2,-2,-3,নিশ্চিত নেতিবাচক,,,,
জনগনের ভ্যাট-ট্যাক্স এর টাকা নিয়ে এ রকম লুটপাট আর কত দিন চলবে ?,-2,-2,-1,-5,নিশ্চিত নেতিবাচক,,,,
যাদের জন্য স্বাধীন হয়েছে সেই ভাতাভোগী সকল মুক্তিযোদ্ধারে ৩০ লাখ করে লোন দেওয়া হোক,-2,2,-2,-2,নিশ্চিত নেতিবাচক,,,,
গরিব মানুষ খেতে পারতেছে না আর উনারা গারি পাবেন বিনা সুদে! আর কত এসব চলবে ?,1,1,2,4,নিশ্চিত ইতিবাচক,,,,
জীবনে বড় ভুল করেছি মাল্টিন্যাশনাল কম্পানীতে ঢুকে। কেন যে সরকারী চাকুরীতে চেস্টা করলাম না। ডিসি অফিস বা সাব রেজিস্ট্রি অফিসের কেরানী হলেও মনে হয় অনেক দু নাম্বারী টাকা কামাতে পারতাম! সরি ভাইলোক মজা করলাম সরকারী চাকুরী করে অবৈধ টাকা কামানোর বিন্দু মাত্র ইচ্ছে নেই।েখন যেমন আছি অনেক ভাল আছি।  খানা খেয়ে শান্তিতে ঘুমাতে পারছি.,1,1,-2,0,নিরপেক্ষ,,,,
"নুতন করে যানজট বারাবেন না, এম্নিতেই নাকাল। কোন কোন গাড়ীর মালিকের একাধিক গাড়ী আছে চিহ্নিত করুন। একাধিক গাড়ীর জন্য অধিক হারে টেরিফ নিন। কি কারনে একের অধিক গাড়ী ব্যবহার করছে তার ব্যখ্যা যদি কমিশনের কাছে যথাযথ না হয় একাধিক গাড়ীর অনুমতি পরিহার করুন। মনে রাখবেন সকলের গাড়ী চালাবার অধিকার আছে কিন্তু রাস্তা তথা যানজটের কথাও বিবেচনা করতে হবে।",1,-2,1,0,নিরপেক্ষ,,,,
আপনারা জাতির শ্রেষ্ঠ্য সন্তান আমরা আপনাদের কাছে ঋনী সরকারের কাছে আবেদন থাকবে মুক্তিযোদ্ধাদের আবাসনের জন্য পর্যাপ্ত ব্যবস্থা গ্রহন যেন দ্রুত করা হয়,1,2,0,3,নিশ্চিত ইতিবাচক,,,,
"আমরা মুক্তি যোদ্ধারা এই ধরনের সুদমুক্ত ঋন পেলে নিজেদের নামে কেনা ছোট এক টুকরো জমির উপর বাড়ী করতে পারতাম। আমি নিজে ২৩ বছর আগে জমি কিনে রেখেছি, কিন্তু টাকার অভাবে বাড়ী করতে পারি নাই। কতৃপক্ষের বিবেচনার জন্য অনুরোধ রইল।",1,2,1,4,নিশ্চিত ইতিবাচক,,,,
"সাধারণ জনগণের টাকায় অতি বিলাসিতা ভালো না। মাসিক ভাতার ৫০ হাজার টাকা যে ৫০০ সাধারণ মানুষের ভাতের টাকা সেটা বুঝলে বাংলাদেশের পরিপ্রেক্ষিতে এমন সিদ্ধান্ত কতোটা যৌক্তিক তা বুঝতেন পারতেন। নিম্নশ্রেণির সরকারি কর্মচারীরা যেখানে সাধারণ পরিবহন সুবিধাটাই ঠিকভাবে পায় না সেখানে এই প্রজ্ঞাপনের কোনো মানেই হয়না। ডিপোতে গিয়ে দেখে আসেন, এখনো সরকারি কর্মচারী কল্যাণ সংস্থার বহু বাসই মুড়ির টিন আমলের। নতুন যেগুলো যুক্ত হচ্ছে এগুলোর মানের কথা নাইবা বললাম। কাজ-কারবার দেখে মনে হচ্ছে জনপ্রশাসন মন্ত্রণালয় নিকট ভবিষ্যতে “আমলা-কল্যাণ মন্ত্রণালয়ে” পরিণত হতে দেরি নেই",1,-2,0,-1,কিছুটা নেতিবাচক,,,,
আহা কি আনন্দ আকাশে এবং বাতাসে।,0,-2,-2,-4,নিশ্চিত নেতিবাচক,,,,
এভাবে গাড়ি আমদানি করার জন্য সুদ বিহীন ঋন দেশে গাড়ির সংখ্যা বৃদ্ধি করবে। বর্তমানে দেশে যত গাড়ি আছে তাতেই বাম্পার টু বাম্পার যানঝট আছে। এরপর গ্যারেজ থেকে গাড়ি বাহির করার মত খালি জাগা রাস্তায় মিলবে কি না তাই ভাবছি।,2,2,2,6,নিশ্চিত ইতিবাচক,,,,
প্রাইভেট সেক্টরের জবাবদিহীতা যদি পাবলিক সেক্টরেও থাকত তাহলে দুর্নীতি হত না।,0,-2,-2,-4,নিশ্চিত নেতিবাচক,,,,
জনগনের টাকা লুটপাটের মচ্ছব চলছে।,1,2,-2,1,কিছুটা ইতিবাচক,,,,
ভাই অ্যাডমিন ক্যাডার কম মেধাবী ও যোগ্যতাসম্পন্ন?? পৃথিবীর প্রতিটি দেশেই অ্যাডমিনিষ্ট্রাশনের মূল্যায়ন সর্বাধিক অযোগ্যতার কথা বলে হীনমন্যতা প্রকাশ করলেন,-2,-2,-2,-6,নিশ্চিত নেতিবাচক,,,,
অন্য ক্যাডারদের কেন এই সুবিধা দেয়া হবে না? শুধু প্রশাসন ক্যাডারদের এই সুবিধা দিলে অন্যরা ভালভাবে নিবে না।,0,2,-2,0,নিরপেক্ষ,,,,
লক্ষ লক্ষ মানুষ বেকার সেদিকে খেয়াল নাই।,-1,2,1,2,নিশ্চিত ইতিবাচক,,,,
মাস্তুত ভাই লাগে যে।,1,-2,-2,-3,নিশ্চিত নেতিবাচক,,,,
সরকারের সিদ্ধান্ত সম্পূর্নরূপে না হলেও প্রশংসার দাবিদার তবে অন্যান্য ক্যাডারকেও পর্যায়ক্রমে এই সুবিধা প্রদান করা হবে আশা করছি,-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
আহারে সরকারী চাকুরীজীবিরা কত্তো সুবিধা পায়,2,2,1,5,নিশ্চিত ইতিবাচক,,,,
আমি এর বিরোধিতা করছি।,1,-1,2,2,নিশ্চিত ইতিবাচক,,,,
সরকারি চাকুরীজীবিরা মনে হয় করুণার পাত্র হয়ে গেছে ভাই এই সুবিধা সব মিলিয়ে ৩ হাজার জনও পাবেনা। অথচ পুরো সরকারি চাকুরীজীবির সংখ্যা আসলে কত ভাই????,1,1,-2,0,নিরপেক্ষ,,,,
সেই চেষ্টাই করে যাচ্ছি দিনরাত। আল্লাহ ভরসা।,-1,1,0,0,নিরপেক্ষ,,,,
অসাধু আর অসাধু,2,2,2,6,নিশ্চিত ইতিবাচক,,,,
এই চুক্তির ফলাফল কি?,-2,-1,-1,-1,কিছুটা নেতিবাচক,,,,
ছবিতে মাত্র সাতজন। আমি তো ভাবতাম আলীবাবার সাথে 40 জন থাকে,1,-1,0,0,নিরপেক্ষ,,,,
"আলীবাবা আসার মাধ্যমে বাংলাদেশের ব্যাংক খাতে যে অস্থিরতা চলছে, তা কেটে যাবে।”  আমার প্রশ্ন আলীবাবা কি ব্যাংকের মুলধনগুলো পূরন করে দিবে?",-1,1,1,1,কিছুটা ইতিবাচক,,,,
বিটিআরসি কি মুক্তবাজার অর্থনীতি বোঝে না?,-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
জনগন চাই গ্রামীন এসএমসি করুক।।,-1,-1,-2,-1,কিছুটা নেতিবাচক,,,,
কোথায় এই সফটওয়ার পাওয়া যাবে। দাম কত। অপারেট  ও কাস্টমাইজেশন ট্রেনিং কোথায় নেয়া যাবে??? এগুল তো কিছু বলা হয়নি।,2,1,1,4,নিশ্চিত ইতিবাচক,,,,
আর কত এভাবে চুরি গেছে কে জানে.।,2,-2,-2,-2,নিশ্চিত নেতিবাচক,,,,
"ভাই আপনারা ভালোই কমেডি জানেন। যত অন্যায় দুর্নীতি হবে সব বিম্পি জামাতের সাথে তুলনা করবেন, যেন তারা যা করেছিল আপনাদের তার সাথে পাল্লা দিতে হবে। গত ১০ বছরে তাদের কে হারাতে পারেননি এখনো? আর জাহাজ ভাসিয়ে উন্নয়ন তো হয়েছেই, যার নামে জাহাজ তার উন্নয়ন হয়েছে, কিন্তু টাকাটা তো গেছে ব্যাংকের।",-1,-1,-2,-1,কিছুটা নেতিবাচক,,,,
"বছরের সেরা সংবাদ শিরোনাম, ভাগ্যিস বাচ্চু সাহেব সাগরে টাইটানিক ভাসাননি!",1,1,-1,1,কিছুটা ইতিবাচক,,,,
"অর্থ মন্ত্রী যে বলছেন ব্যাংকটিতে হরিলুট হয়েছে, তিনি তো বাচ্চু কে ব্যাংকটির চেয়ারম্যান হিসাবে নিয়োগ দিয়েছেন। তিনি অর্থমন্ত্রী হিসাবে তাঁর বিরুদ্ধে তো কোনো আইনি বাবস্থা নেননি।",-2,-2,-2,-6,নিশ্চিত নেতিবাচক,,,,
মোর্শেদ মুরাদ ইব্রাহীমের শশুড়ও তো জাহাজ ব্যবসার সাথে জড়িত !,-1,-2,-1,-1,কিছুটা নেতিবাচক,,,,
মাননীয়া প্রধানমন্ত্রীর চেয়ে উচ্চ পর্যায়ের আর কি যোগাযোগ আছে?? ডোনাল্ড ট্রাম্প?,2,-1,-2,-1,কিছুটা নেতিবাচক,,,,
বাচ্চু জাতীয়পার্টির রাজনীতিতে জড়িত তার স্ত্রী জাতীয়পার্টির মহিলা সংসদ সদস্য তাকে নিয়ে সরকারের উপর দোষ দেয়া ঠিক নয়। যদিও নিয়োগ পেয়েছিল বর্তমান সরকারের সময় কালে বেসিক ব্যাংকের চেয়ারম্যান পদে। এখন তার দুর্নীতি উন্মুক্ত করা ফিরিয়ে (টাকা) আনা দুদকের কাজ। দুদককে শক্ত হাতে এর বিহিত করতে হবে। সরকারকেও দুদককে সর্বাত্মক সহযোগীতা করতে হবে। এই অন্যায়ের দায়ভার সরকারের উপর নেয়া ঠিক হবেনা।,2,-1,-2,-1,কিছুটা নেতিবাচক,,,,
অর্থমন্ত্রীর উপরের ব্যাক্তি কে?  (অর্থমন্ত্রী আবুল মাল আবদুল মুহিতও ব্যাংকটিতে ‘হরিলুটের’ পেছনে আবদুল হাই জড়িত বলে একাধিকবার উল্লেখ করেন। উচ্চপর্যায়ে যোগাযোগের কারণে তাঁর বিরুদ্ধে কোনো ব্যবস্থা নেওয়া হচ্ছে না বলে অভিযোগ রয়েছে।),1,1,0,2,নিশ্চিত ইতিবাচক,,,,
এখানে পরিষ্কার 'উন্নয়ন' দেখতে পাচ্ছি আমি। ব্যক্তিগত উন্নয়ন ।,-1,-2,0,-3,নিশ্চিত নেতিবাচক,,,,
ফকরুদ্দিন বিদায় এর সাথে সাথে দুদক বাঘ থেকে বিড়ালে পরিণত হয়েছে।,-1,-2,1,-2,নিশ্চিত নেতিবাচক,,,,
ব্যাঙ্ক চেয়ারম্যান থেকে আলাদিনের জাদুর চেরাগ পাওয়া শত কোটি টাকার বাচ্চু কিভাবে দুদককে সর্বদা বুড়ো আঙ্গুল দেখিয়ে যাচ্ছে ?,-2,1,0,-1,কিছুটা নেতিবাচক,,,,
খালেদার দু কোটি টাকা যা এখনো ব্যাংকে আছে। বিচারক বলেননি তিনি টাকা খেয়ে ফেলেছেন । বলেছেন ক্ষমতার অপব্যবহার করেছেন । এই জন্য খালেদার 10 বছর জেল। একারনে যদি 10 বছর জেল হয় ।তাহলে আবদুল হাই বাচ্চু অর্থমন্ত্রীর উপরে যিনি আছেন তার কারনে হাজার হাজার টাকা দুর্নিতি করেছেন তার তো 10 বার ফাসি হওয়া উচিত।,-1,-2,1,-2,নিশ্চিত নেতিবাচক,,,,
আওয়ামি দোয়া পেলে এমনই হয়। সরকারি প্রতিষ্ঠান ডোবে ব্যক্তির উন্নয়নে দেশ ভাসে।,1,-2,0,-1,কিছুটা নেতিবাচক,,,,
"সাধারনত আপনাদের লোক হাসানো মন্তব্যে আমি মন্তব্য করি না। তারপরও আপনার জানা থাকা দরকার, সরকারি ব্যাংকগুলোতে চেয়ারম্যান নিয়োগ সরকার দিয়ে থাকে এবং এই নিয়োগগুলো রাজনৈতিক।",1,-2,-2,-3,নিশ্চিত নেতিবাচক,,,,
উচ্চপর্যায়ে যোগাযোগের কারণে তাঁর বিরুদ্ধে কোনো ব্যবস্থা নেওয়া হচ্ছে না বলে অভিযোগ রয়েছে-কত উচ্চ পর্যায়ের? অর্থমন্ত্রীর উপরে কোন মন্ত্রী আছেন? তিনিই কি বাচ্চুর প্রশ্রয়দাতা?,-1,1,-1,-1,কিছুটা নেতিবাচক,,,,
অর্থমন্ত্রীর চেয়ে উচ্চপর্যায় মানে কি বুঝায়? খোলাসা করে বলবেন কি?,-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
এ আর বলতে ? লজ্জা নাইত ভাই এদের। কি আর বলব।,-1,-2,-1,-1,কিছুটা নেতিবাচক,,,,
দূর্নীতি করলে কেউ রেহাই পাবে না - প্রধানমন্ত্রী শেখ হাসিনা।,1,1,2,4,নিশ্চিত ইতিবাচক,,,,
বাচ্চু কি মুহিত মাল সাহেবের থেকেও ক্ষমতাধর! এর খমতার উৎস কে তা জাতিকে জানতে হবে এবং জানা জরুরি বাংলাদেশ নামক দেশটির বাচার জন্য।,-1,2,-1,-1,কিছুটা নেতিবাচক,,,,
এ ধরনের অর্থ কেলেঙ্কারী হলে যে কোনো সভ্য দেশের অর্থমন্ত্রী নিজ থেকেই পদত্যাগ করত।,-1,2,-1,-1,কিছুটা নেতিবাচক,,,,
কত উচ্চ পর্যায়ে যোগাযোগ ?,1,1,-2,0,নিরপেক্ষ,,,,
"এর আগ পর্যন্ত রাষ্ট্র খাতের সবচেয়ে ভালো ব্যাংক হিসেবে পরিচিতি পাওয়া এই ব্যাংকটির এখন ডুবন্ত অবস্থা। এই আগে, মানে কি আপনাদের চোখে দূর্নীতিতে পাঁচবারের চ্যাম্পিয়ন বিএনপি সরকার নয় কি ? তাহলে এখনকার প্রায় সব ব্যাংক দেউলিয়া করে দেয়া সরকার আপনাদের তথাকতিত স্কেলে কেন দূর্নীতিতে মহা চ্যাম্পিয়ন সার্টিফিকেট পায় না ? তাহলে কি ব্যাংক লূটের টাকার ভাগ আপনারাও পান ?",-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
"যে ঘুমিয়ে থাকে তাকে জাগানো যায়, আর যে জেগে জেগে ঘুমের ভান করে, তাকে জাগাব কী করে ?",-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
একটা ব্যাংক ডুবিয়ে জাহাজ ভাসালেন আটটা  - এর নামইতো হলো উননয়নের জোয়ার ! এতে এত  হতাশার কি আছে ?,1,2,-1,2,নিশ্চিত ইতিবাচক,,,,
সব জাহাজ রাষ্ট্রের কোষাগারে নেয়া হোক সেই সাথে বাচ্চুর এবং বাচ্চুর পরিবারের সবার অর্থ রাষ্ট্রের আওতায় আনা হোক। সেই সাথে কঠিন শাস্তির ব্যবস্থা নেয়া হোক,1,-1,-1,-1,কিছুটা নেতিবাচক,,,,
এগুলো নিয়ে লেখার দরকার কি? খালেদার টা নিয়ে্ই লেখেন। দুই কোটি টাকার মামলা ওরে ব্বাপরে বাপ!,1,2,2,5,নিশ্চিত ইতিবাচক,,,,
"তথাকথিত সরকারেরই তো বিশেষ দূত এনারা, বলবে না কেন? এই অন্যায়ের দায়ভার আওয়ামীলীগ আর তার সহযোগী বন্ধুদের",-1,-1,0,-1,কিছুটা নেতিবাচক,,,,
